Pos,Name,Number,Rating,Ranking,Height,Weight,Age,Birthday,Exp.,Drafted,Draft Round,Draft Pick,College,Merge Name,Team,Year
FS,Jahleel Addae,37,83,#22 FS,"5'10""",195,30,1/24/90,6th season,2013,,,Central Michigan,J.Addae,Los Angeles Chargers,2017
FS,Rayshawn Jenkins,23,70,#57 FS,"6'1""",214,26,1/24/94,2nd season,2017,4,113,Miami (Fla.),R.Jenkins,Los Angeles Chargers,2017
S,Derwin James,33,90,#1 S,"6'2""",215,23,8/2/96,1st season,2018,1,17,Florida State,D.James,Los Angeles Chargers,2017
LS,Mike Windt,47,47,#22 LS,"6'1""",252,35,5/29/85,8th season,2010,,,Cincinnati,M.Windt,Los Angeles Chargers,2017
K,Caleb Sturgis,6,80,#29 K,"5'10""",188,30,8/9/89,4th season,2013,5,166,Florida,C.Sturgis,Los Angeles Chargers,2017
K,Michael Badgley,4,72,#39 K,"5'10""",186,24,7/27/95,1st season,2018,,,Miami (Fla.),M.Badgley,Los Angeles Chargers,2017
P,Donnie Jones,5,76,#25 P,"6'3""",225,39,7/5/80,14th season,2004,7,224,LSU,D.Jones,Los Angeles Chargers,2017
QB,Jared Goff,16,79,#22 QB,"6'4""",215,25,10/13/94,5,2016,1,1,California,J.Goff,Los Angeles Rams,2020
QB,John Wolford,9,68,#88 QB,"6'0""",200,24,10/15/95,1,2018,,,Wake Forest,J.Wolford,Los Angeles Rams,2020
QB,Josh Love,,67,#120 QB,"6'2""",205,,,0,2020,,,,J.Love,Los Angeles Rams,2020
QB,Bryce Perkins,,67,#120 QB,"6'2""",214,,,0,2020,,,,B.Perkins,Los Angeles Rams,2020
RB,Darrell Henderson,27,75,#110 RB,"5'8""",208,22,8/18/97,2,2019,3,70,Memphis,D.Henderson,Los Angeles Rams,2020
RB,Malcolm Brown,34,71,#170 RB,"5'11""",224,27,5/14/93,5,2015,,,Texas,M.Brown,Los Angeles Rams,2020
RB,Cam Akers,23,67,#304 RB,"5'10""",217,21,6/21/99,0,2020,2,52,Florida State,C.Akers,Los Angeles Rams,2020
RB,John Kelly,42,67,#304 RB,"5'10""",216,23,10/3/96,2,2018,6,176,Tennessee,J.Kelly,Los Angeles Rams,2020
WR,Cooper Kupp,18,90,#11 WR,"6'1""",198,27,6/14/93,4,2017,3,69,Eastern Washington,C.Kupp,Los Angeles Rams,2020
WR,Robert Woods,17,83,#46 WR,"6'0""",201,28,4/9/92,8,2013,2,41,USC,R.Woods,Los Angeles Rams,2020
WR,Greg Dortch,87,73,#192 WR,"5'7""",173,22,5/28/98,1,2019,,,Wake Forest,G.Dortch,Los Angeles Rams,2020
WR,Josh Reynolds,83,72,#229 WR,"6'3""",194,25,2/15/95,4,2017,4,117,Texas A&M,J.Reynolds,Los Angeles Rams,2020
WR,Nsimba Webster,14,72,#229 WR,"5'10""",180,24,1/26/96,2,2019,,,Eastern Washington,N.Webster,Los Angeles Rams,2020
WR,Easop Winston Jr.,,67,#556 WR,"5'10""",192,23,12/9/96,0,2020,,,Washington State,E.Winston,Los Angeles Rams,2020
WR,Earnest Edwards,,67,#556 WR,"5'10""",175,,,0,2020,,,Maine,E.Edwards,Los Angeles Rams,2020
WR,JJ Koski,,67,#556 WR,"6'1""",192,23,12/26/96,0,2020,,,,J.Koski,Los Angeles Rams,2020
WR,Brandon Polk,,67,#556 WR,"5'9""",175,,,0,2020,,,James Madison,B.Polk,Los Angeles Rams,2020
WR,Van Jefferson,12,67,#556 WR,"6'1""",200,23,7/25/96,0,2020,2,57,Florida,V.Jefferson,Los Angeles Rams,2020
TE,Tyler Higbee,89,80,#31 TE,"6'6""",249,27,12/31/92,5,2016,4,110,Western Kentucky,T.Higbee,Los Angeles Rams,2020
TE,Gerald Everett,81,79,#35 TE,"6'3""",239,25,6/24/94,4,2017,2,44,South Alabama,G.Everett,Los Angeles Rams,2020
TE,Kendall Blanton,86,76,#69 TE,"6'6""",262,24,11/9/95,1,2019,,,Missouri,K.Blanton,Los Angeles Rams,2020
TE,Brycen Hopkins,88,67,#282 TE,"6'4""",245,23,3/26/97,0,2020,4,136,Purdue,B.Hopkins,Los Angeles Rams,2020
TE,Johnny Mundt,82,67,#282 TE,"6'4""",231,25,11/22/94,3,2017,,,Oregon,J.Mundt,Los Angeles Rams,2020
TE,Ethan Wolf,84,67,#282 TE,"6'6""",248,24,11/6/95,1,2018,,,Tennessee,E.Wolf,Los Angeles Rams,2020
C,Austin Blythe,66,74,#33 C,"6'2""",298,28,6/15/92,5,2016,7,248,Iowa,A.Blythe,Los Angeles Rams,2020
C,Nate Trewyn,60,72,#42 C,"6'4""",304,24,5/15/96,1,2019,,,Wis.-Whitewater,N.Trewyn,Los Angeles Rams,2020
C,Coleman Shelton,65,69,#58 C,"6'3""",292,24,7/27/95,2,2018,,,Washington,C.Shelton,Los Angeles Rams,2020
C,Cohl Cabral,,67,#91 C,"6'5""",300,,,0,2020,,,,C.Cabral,Los Angeles Rams,2020
C,Brian Allen,55,67,#91 C,"6'1""",298,24,10/10/95,3,2018,4,111,Michigan State,B.Allen,Los Angeles Rams,2020
OG,Chandler Brewer,67,74,#49 OG,"6'5""",310,23,6/11/97,2,2019,,,Middle Tennessee State,C.Brewer,Los Angeles Rams,2020
OG,Bobby Evans,71,73,#53 OG,"6'4""",312,23,3/23/97,2,2019,3,97,Oklahoma,B.Evans,Los Angeles Rams,2020
OG,Jeremiah Kolone,61,69,#77 OG,"6'3""",306,25,10/22/94,1,2018,,,San Jose State,J.Kolone,Los Angeles Rams,2020
OG,Tremayne Anchrum,76,67,#112 OG,"6'2""",314,21,6/23/98,0,2020,7,250,Clemson,T.Anchrum,Los Angeles Rams,2020
OG,Jamil Demby,64,67,#112 OG,"6'4""",319,24,6/19/96,2,2018,6,192,Maine,J.Demby,Los Angeles Rams,2020
OG,Austin Corbett,63,67,#112 OG,"6'4""",306,24,9/4/95,3,2018,2,33,Nevada,A.Corbett,Los Angeles Rams,2020
OT,Andrew Whitworth,77,86,#16 OT,"6'7""",335,38,12/11/81,15,2006,2,55,LSU,A.Whitworth,Los Angeles Rams,2020
OT,Rob Havenstein,79,82,#25 OT,"6'7""",321,28,5/12/92,6,2015,2,57,Wisconsin,R.Havenstein,Los Angeles Rams,2020
OT,David Edwards,73,72,#95 OT,"6'6""",308,23,3/19/97,2,2019,5,169,Wisconsin,D.Edwards,Los Angeles Rams,2020
OT,Joseph Noteboom,70,67,#226 OT,"6'5""",309,25,6/18/95,2,2018,3,89,TCU,J.Noteboom,Los Angeles Rams,2020
DT,Aaron Donald,99,99,#1 DT,"6'1""",285,29,5/22/91,7,2014,1,13,Pittsburgh,A.Donald,Los Angeles Rams,2020
DT,Michael Brockers,90,80,#25 DT,"6'5""",322,29,12/20/90,9,2012,1,14,LSU,M.Brockers,Los Angeles Rams,2020
DT,Greg Gaines,91,76,#46 DT,"6'1""",312,24,5/5/96,2,2019,4,134,Washington,G.Gaines,Los Angeles Rams,2020
DT,Marquise Copeland,93,73,#95 DT,"6'2""",284,23,5/8/97,1,2019,,,Cincinnati,M.Copeland,Los Angeles Rams,2020
DT,A'Shawn Robinson,91,72,#112 DT,"6'4""",307,25,3/20/95,5,2016,2,46,Alabama,A.Robinson,Los Angeles Rams,2020
DT,Sebastian Joseph,69,68,#201 DT,"6'4""",295,25,3/20/95,2,2018,6,195,,S.Joseph,Los Angeles Rams,2020
DT,Michael Hoecht,,67,#233 DT,"6'3""",310,,,0,2020,,,,M.Hoecht,Los Angeles Rams,2020
DT,Tanzel Smart,92,67,#233 DT,"6'1""",296,25,11/5/94,4,2017,6,189,Tulane,T.Smart,Los Angeles Rams,2020
DE,Morgan Fox,97,73,#115 DE,"6'3""",245,25,9/11/94,4,2016,,,Colorado State-Pueblo,M.Fox,Los Angeles Rams,2020
DE,Greg Reaves,,67,#271 DE,"6'2""",241,,,0,2020,,,,G.Reaves,Los Angeles Rams,2020
DE,Eric Banks,,67,#271 DE,"6'4""",270,22,1/29/98,0,2020,,,Texas San Antonio,E.Banks,Los Angeles Rams,2020
DE,Justin Lawler,53,67,#271 DE,"6'4""",264,25,12/22/94,3,2018,7,244,Southern Methodist,J.Lawler,Los Angeles Rams,2020
LB,Samson Ebukam,50,82,#40 LB,"6'2""",233,25,5/8/95,4,2017,4,125,Eastern Washington,S.Ebukam,Los Angeles Rams,2020
LB,Natrez Patrick,57,76,#116 LB,"6'2""",247,22,7/8/97,2,2019,,,Georgia,N.Patrick,Los Angeles Rams,2020
LB,Jachai Polite,95,74,#161 LB,"6'3""",258,22,3/29/98,1,2019,3,68,Florida,J.Polite,Los Angeles Rams,2020
LB,Leonard Floyd,54,74,#161 LB,"6'6""",244,27,9/7/92,5,2016,1,9,Georgia,L.Floyd,Los Angeles Rams,2020
LB,Troy Reeder,51,71,#228 LB,"6'1""",240,25,9/12/94,2,2019,,,Delaware,T.Reeder,Los Angeles Rams,2020
LB,Micah Kiser,59,69,#295 LB,"6'0""",238,25,1/24/95,3,2018,5,147,Virginia,M.Kiser,Los Angeles Rams,2020
LB,Daniel Bituli,,67,#478 LB,"6'2""",246,22,12/26/97,0,2020,,,,D.Bituli,Los Angeles Rams,2020
LB,Clay Johnston,58,67,#478 LB,"6'1""",227,,,0,2020,7,234,Baylor,C.Johnston,Los Angeles Rams,2020
LB,Obo Okoronkwo,45,67,#478 LB,"6'2""",253,25,4/23/95,3,2018,5,160,Oklahoma,O.Okoronkwo,Los Angeles Rams,2020
LB,Christian Rozeboom,,67,#478 LB,"6'2""",227,,,0,2020,,,,C.Rozeboom,Los Angeles Rams,2020
LB,Terrell Lewis,52,67,#478 LB,"6'5""",262,21,8/24/98,0,2020,3,84,Alabama,T.Lewis,Los Angeles Rams,2020
LB,Josh Carraway,42,67,#478 LB,"6'3""",241,26,4/18/94,3,2017,7,227,Texas Christian,J.Carraway,Los Angeles Rams,2020
LB,Kenny Young,41,67,#478 LB,"6'1""",236,25,11/14/94,3,2018,4,122,UCLA,K.Young,Los Angeles Rams,2020
LB,Bryan London II,,67,#478 LB,"6'0""",230,23,3/16/97,0,2020,,,,B.London,Los Angeles Rams,2020
CB,Jalen Ramsey,20,95,#2 CB,"6'1""",209,25,10/23/94,5,2016,1,5,Florida State,J.Ramsey,Los Angeles Rams,2020
CB,Troy Hill,20,76,#90 CB,"5'10""",182,28,8/28/91,5,2015,,,Oregon,T.Hill,Los Angeles Rams,2020
CB,David Long,25,76,#90 CB,"5'11""",196,22,2/5/98,2,2019,3,79,Michigan,D.Long,Los Angeles Rams,2020
CB,Donte Deayon,38,70,#220 CB,"5'9""",155,26,1/27/94,4,2016,,,Boise State,D.Deayon,Los Angeles Rams,2020
CB,Tyrique McGhee,,67,#386 CB,"5'10""",178,,,0,2020,,,,T.McGhee,Los Angeles Rams,2020
CB,Dayan Ghanwoloku,,67,#386 CB,"5'9""",203,,,0,2020,,,,D.Ghanwoloku,Los Angeles Rams,2020
CB,Darious Williams,31,67,#386 CB,"5'10""",180,27,3/14/93,3,2018,,,Alabama-Birmingham,D.Williams,Los Angeles Rams,2020
CB,Adonis Alexander,36,67,#386 CB,"6'3""",197,23,11/6/96,2,2018,6,,Virginia Tech,A.Alexander,Los Angeles Rams,2020
SS,Nick Scott,33,77,#26 SS,"5'11""",200,25,5/16/95,2,2019,7,243,Penn State,N.Scott,Los Angeles Rams,2020
SS,Travin Howard,48,69,#85 SS,"5'11""",207,24,5/9/96,2,2018,7,231,Texas Christian,T.Howard,Los Angeles Rams,2020
SS,Juju Hughes,,67,#141 SS,"5'10""",186,,,0,2020,,,Fresno State,J.Hughes,Los Angeles Rams,2020
SS,Terrell Burgess,26,67,#141 SS,"5'11""",202,,,0,2020,3,104,Utah,T.Burgess,Los Angeles Rams,2020
FS,John Johnson,43,83,#12 FS,"6'0""",208,25,12/18/94,4,2017,3,91,Boston College,J.Johnson,Los Angeles Rams,2020
FS,Taylor Rapp,24,75,#50 FS,"6'0""",208,22,12/21/97,2,2019,2,61,Washington,T.Rapp,Los Angeles Rams,2020
FS,Jake Gervase,39,68,#115 FS,"6'1""",214,24,9/17/95,2,2019,,,Iowa,J.Gervase,Los Angeles Rams,2020
FS,Jordan Fuller,32,67,#136 FS,"6'2""",203,22,3/3/98,0,2020,6,199,Ohio State,J.Fuller,Los Angeles Rams,2020
LS,Jake McQuaide,44,,,"6'2""",247,32,12/6/87,10,2011,,,Ohio State,J.McQuaide,Los Angeles Rams,2020
P,Johnny Hekker,6,88,#1 P,"6'5""",227,30,2/7/90,9,2012,,,Oregon State,J.Hekker,Los Angeles Rams,2020
PK,Austin MacGinnis,,67,#76 PK,"5'10""",175,,,0,2020,,,Kentucky,A.MacGinnis,Los Angeles Rams,2020
PK,Lirim Hajrullahu,,67,#76 PK,"6'0""",205,30,4/23/90,0,2020,,,Western Ontario,L.Hajrullahu,Los Angeles Rams,2020
PK,Sam Sloman,1,67,#76 PK,"5'8""",205,22,9/18/97,0,2020,7,248,Miami,S.Sloman,Los Angeles Rams,2020
QB,Jared Goff,16,79,#22 QB,"6'4""",215,25,10/13/94,5,2016,1,1,California,J.Goff,Los Angeles Rams,2019
QB,John Wolford,9,68,#88 QB,"6'0""",200,24,10/15/95,1,2018,,,Wake Forest,J.Wolford,Los Angeles Rams,2019
QB,Josh Love,,67,#120 QB,"6'2""",205,,,0,2020,,,,J.Love,Los Angeles Rams,2019
QB,Bryce Perkins,,67,#120 QB,"6'2""",214,,,0,2020,,,,B.Perkins,Los Angeles Rams,2019
RB,Darrell Henderson,27,75,#110 RB,"5'8""",208,22,8/18/97,2,2019,3,70,Memphis,D.Henderson,Los Angeles Rams,2019
RB,Malcolm Brown,34,71,#170 RB,"5'11""",224,27,5/14/93,5,2015,,,Texas,M.Brown,Los Angeles Rams,2019
RB,Cam Akers,23,67,#304 RB,"5'10""",217,21,6/21/99,0,2020,2,52,Florida State,C.Akers,Los Angeles Rams,2019
RB,John Kelly,42,67,#304 RB,"5'10""",216,23,10/3/96,2,2018,6,176,Tennessee,J.Kelly,Los Angeles Rams,2019
WR,Cooper Kupp,18,90,#11 WR,"6'1""",198,27,6/14/93,4,2017,3,69,Eastern Washington,C.Kupp,Los Angeles Rams,2019
WR,Robert Woods,17,83,#46 WR,"6'0""",201,28,4/9/92,8,2013,2,41,USC,R.Woods,Los Angeles Rams,2019
WR,Greg Dortch,87,73,#192 WR,"5'7""",173,22,5/28/98,1,2019,,,Wake Forest,G.Dortch,Los Angeles Rams,2019
WR,Josh Reynolds,83,72,#229 WR,"6'3""",194,25,2/15/95,4,2017,4,117,Texas A&M,J.Reynolds,Los Angeles Rams,2019
WR,Nsimba Webster,14,72,#229 WR,"5'10""",180,24,1/26/96,2,2019,,,Eastern Washington,N.Webster,Los Angeles Rams,2019
WR,Easop Winston Jr.,,67,#556 WR,"5'10""",192,23,12/9/96,0,2020,,,Washington State,E.Winston,Los Angeles Rams,2019
WR,Earnest Edwards,,67,#556 WR,"5'10""",175,,,0,2020,,,Maine,E.Edwards,Los Angeles Rams,2019
WR,JJ Koski,,67,#556 WR,"6'1""",192,23,12/26/96,0,2020,,,,J.Koski,Los Angeles Rams,2019
WR,Brandon Polk,,67,#556 WR,"5'9""",175,,,0,2020,,,James Madison,B.Polk,Los Angeles Rams,2019
WR,Van Jefferson,12,67,#556 WR,"6'1""",200,23,7/25/96,0,2020,2,57,Florida,V.Jefferson,Los Angeles Rams,2019
TE,Tyler Higbee,89,80,#31 TE,"6'6""",249,27,12/31/92,5,2016,4,110,Western Kentucky,T.Higbee,Los Angeles Rams,2019
TE,Gerald Everett,81,79,#35 TE,"6'3""",239,25,6/24/94,4,2017,2,44,South Alabama,G.Everett,Los Angeles Rams,2019
TE,Kendall Blanton,86,76,#69 TE,"6'6""",262,24,11/9/95,1,2019,,,Missouri,K.Blanton,Los Angeles Rams,2019
TE,Brycen Hopkins,88,67,#282 TE,"6'4""",245,23,3/26/97,0,2020,4,136,Purdue,B.Hopkins,Los Angeles Rams,2019
TE,Johnny Mundt,82,67,#282 TE,"6'4""",231,25,11/22/94,3,2017,,,Oregon,J.Mundt,Los Angeles Rams,2019
TE,Ethan Wolf,84,67,#282 TE,"6'6""",248,24,11/6/95,1,2018,,,Tennessee,E.Wolf,Los Angeles Rams,2019
C,Austin Blythe,66,74,#33 C,"6'2""",298,28,6/15/92,5,2016,7,248,Iowa,A.Blythe,Los Angeles Rams,2019
C,Nate Trewyn,60,72,#42 C,"6'4""",304,24,5/15/96,1,2019,,,Wis.-Whitewater,N.Trewyn,Los Angeles Rams,2019
C,Coleman Shelton,65,69,#58 C,"6'3""",292,24,7/27/95,2,2018,,,Washington,C.Shelton,Los Angeles Rams,2019
C,Cohl Cabral,,67,#91 C,"6'5""",300,,,0,2020,,,,C.Cabral,Los Angeles Rams,2019
C,Brian Allen,55,67,#91 C,"6'1""",298,24,10/10/95,3,2018,4,111,Michigan State,B.Allen,Los Angeles Rams,2019
OG,Chandler Brewer,67,74,#49 OG,"6'5""",310,23,6/11/97,2,2019,,,Middle Tennessee State,C.Brewer,Los Angeles Rams,2019
OG,Bobby Evans,71,73,#53 OG,"6'4""",312,23,3/23/97,2,2019,3,97,Oklahoma,B.Evans,Los Angeles Rams,2019
OG,Jeremiah Kolone,61,69,#77 OG,"6'3""",306,25,10/22/94,1,2018,,,San Jose State,J.Kolone,Los Angeles Rams,2019
OG,Tremayne Anchrum,76,67,#112 OG,"6'2""",314,21,6/23/98,0,2020,7,250,Clemson,T.Anchrum,Los Angeles Rams,2019
OG,Jamil Demby,64,67,#112 OG,"6'4""",319,24,6/19/96,2,2018,6,192,Maine,J.Demby,Los Angeles Rams,2019
OG,Austin Corbett,63,67,#112 OG,"6'4""",306,24,9/4/95,3,2018,2,33,Nevada,A.Corbett,Los Angeles Rams,2019
OT,Andrew Whitworth,77,86,#16 OT,"6'7""",335,38,12/11/81,15,2006,2,55,LSU,A.Whitworth,Los Angeles Rams,2019
OT,Rob Havenstein,79,82,#25 OT,"6'7""",321,28,5/12/92,6,2015,2,57,Wisconsin,R.Havenstein,Los Angeles Rams,2019
OT,David Edwards,73,72,#95 OT,"6'6""",308,23,3/19/97,2,2019,5,169,Wisconsin,D.Edwards,Los Angeles Rams,2019
OT,Joseph Noteboom,70,67,#226 OT,"6'5""",309,25,6/18/95,2,2018,3,89,TCU,J.Noteboom,Los Angeles Rams,2019
DT,Aaron Donald,99,99,#1 DT,"6'1""",285,29,5/22/91,7,2014,1,13,Pittsburgh,A.Donald,Los Angeles Rams,2019
DT,Michael Brockers,90,80,#25 DT,"6'5""",322,29,12/20/90,9,2012,1,14,LSU,M.Brockers,Los Angeles Rams,2019
DT,Greg Gaines,91,76,#46 DT,"6'1""",312,24,5/5/96,2,2019,4,134,Washington,G.Gaines,Los Angeles Rams,2019
DT,Marquise Copeland,93,73,#95 DT,"6'2""",284,23,5/8/97,1,2019,,,Cincinnati,M.Copeland,Los Angeles Rams,2019
DT,A'Shawn Robinson,91,72,#112 DT,"6'4""",307,25,3/20/95,5,2016,2,46,Alabama,A.Robinson,Los Angeles Rams,2019
DT,Sebastian Joseph,69,68,#201 DT,"6'4""",295,25,3/20/95,2,2018,6,195,,S.Joseph,Los Angeles Rams,2019
DT,Michael Hoecht,,67,#233 DT,"6'3""",310,,,0,2020,,,,M.Hoecht,Los Angeles Rams,2019
DT,Tanzel Smart,92,67,#233 DT,"6'1""",296,25,11/5/94,4,2017,6,189,Tulane,T.Smart,Los Angeles Rams,2019
DE,Morgan Fox,97,73,#115 DE,"6'3""",245,25,9/11/94,4,2016,,,Colorado State-Pueblo,M.Fox,Los Angeles Rams,2019
DE,Greg Reaves,,67,#271 DE,"6'2""",241,,,0,2020,,,,G.Reaves,Los Angeles Rams,2019
DE,Eric Banks,,67,#271 DE,"6'4""",270,22,1/29/98,0,2020,,,Texas San Antonio,E.Banks,Los Angeles Rams,2019
DE,Justin Lawler,53,67,#271 DE,"6'4""",264,25,12/22/94,3,2018,7,244,Southern Methodist,J.Lawler,Los Angeles Rams,2019
LB,Samson Ebukam,50,82,#40 LB,"6'2""",233,25,5/8/95,4,2017,4,125,Eastern Washington,S.Ebukam,Los Angeles Rams,2019
LB,Natrez Patrick,57,76,#116 LB,"6'2""",247,22,7/8/97,2,2019,,,Georgia,N.Patrick,Los Angeles Rams,2019
LB,Jachai Polite,95,74,#161 LB,"6'3""",258,22,3/29/98,1,2019,3,68,Florida,J.Polite,Los Angeles Rams,2019
LB,Leonard Floyd,54,74,#161 LB,"6'6""",244,27,9/7/92,5,2016,1,9,Georgia,L.Floyd,Los Angeles Rams,2019
LB,Troy Reeder,51,71,#228 LB,"6'1""",240,25,9/12/94,2,2019,,,Delaware,T.Reeder,Los Angeles Rams,2019
LB,Micah Kiser,59,69,#295 LB,"6'0""",238,25,1/24/95,3,2018,5,147,Virginia,M.Kiser,Los Angeles Rams,2019
LB,Daniel Bituli,,67,#478 LB,"6'2""",246,22,12/26/97,0,2020,,,,D.Bituli,Los Angeles Rams,2019
LB,Clay Johnston,58,67,#478 LB,"6'1""",227,,,0,2020,7,234,Baylor,C.Johnston,Los Angeles Rams,2019
LB,Obo Okoronkwo,45,67,#478 LB,"6'2""",253,25,4/23/95,3,2018,5,160,Oklahoma,O.Okoronkwo,Los Angeles Rams,2019
LB,Christian Rozeboom,,67,#478 LB,"6'2""",227,,,0,2020,,,,C.Rozeboom,Los Angeles Rams,2019
LB,Terrell Lewis,52,67,#478 LB,"6'5""",262,21,8/24/98,0,2020,3,84,Alabama,T.Lewis,Los Angeles Rams,2019
LB,Josh Carraway,42,67,#478 LB,"6'3""",241,26,4/18/94,3,2017,7,227,Texas Christian,J.Carraway,Los Angeles Rams,2019
LB,Kenny Young,41,67,#478 LB,"6'1""",236,25,11/14/94,3,2018,4,122,UCLA,K.Young,Los Angeles Rams,2019
LB,Bryan London II,,67,#478 LB,"6'0""",230,23,3/16/97,0,2020,,,,B.London,Los Angeles Rams,2019
CB,Jalen Ramsey,20,95,#2 CB,"6'1""",209,25,10/23/94,5,2016,1,5,Florida State,J.Ramsey,Los Angeles Rams,2019
CB,Troy Hill,20,76,#90 CB,"5'10""",182,28,8/28/91,5,2015,,,Oregon,T.Hill,Los Angeles Rams,2019
CB,David Long,25,76,#90 CB,"5'11""",196,22,2/5/98,2,2019,3,79,Michigan,D.Long,Los Angeles Rams,2019
CB,Donte Deayon,38,70,#220 CB,"5'9""",155,26,1/27/94,4,2016,,,Boise State,D.Deayon,Los Angeles Rams,2019
CB,Tyrique McGhee,,67,#386 CB,"5'10""",178,,,0,2020,,,,T.McGhee,Los Angeles Rams,2019
CB,Dayan Ghanwoloku,,67,#386 CB,"5'9""",203,,,0,2020,,,,D.Ghanwoloku,Los Angeles Rams,2019
CB,Darious Williams,31,67,#386 CB,"5'10""",180,27,3/14/93,3,2018,,,Alabama-Birmingham,D.Williams,Los Angeles Rams,2019
CB,Adonis Alexander,36,67,#386 CB,"6'3""",197,23,11/6/96,2,2018,6,,Virginia Tech,A.Alexander,Los Angeles Rams,2019
SS,Nick Scott,33,77,#26 SS,"5'11""",200,25,5/16/95,2,2019,7,243,Penn State,N.Scott,Los Angeles Rams,2019
SS,Travin Howard,48,69,#85 SS,"5'11""",207,24,5/9/96,2,2018,7,231,Texas Christian,T.Howard,Los Angeles Rams,2019
SS,Juju Hughes,,67,#141 SS,"5'10""",186,,,0,2020,,,Fresno State,J.Hughes,Los Angeles Rams,2019
SS,Terrell Burgess,26,67,#141 SS,"5'11""",202,,,0,2020,3,104,Utah,T.Burgess,Los Angeles Rams,2019
FS,John Johnson,43,83,#12 FS,"6'0""",208,25,12/18/94,4,2017,3,91,Boston College,J.Johnson,Los Angeles Rams,2019
FS,Taylor Rapp,24,75,#50 FS,"6'0""",208,22,12/21/97,2,2019,2,61,Washington,T.Rapp,Los Angeles Rams,2019
FS,Jake Gervase,39,68,#115 FS,"6'1""",214,24,9/17/95,2,2019,,,Iowa,J.Gervase,Los Angeles Rams,2019
FS,Jordan Fuller,32,67,#136 FS,"6'2""",203,22,3/3/98,0,2020,6,199,Ohio State,J.Fuller,Los Angeles Rams,2019
LS,Jake McQuaide,44,,,"6'2""",247,32,12/6/87,10,2011,,,Ohio State,J.McQuaide,Los Angeles Rams,2019
P,Johnny Hekker,6,88,#1 P,"6'5""",227,30,2/7/90,9,2012,,,Oregon State,J.Hekker,Los Angeles Rams,2019
PK,Austin MacGinnis,,67,#76 PK,"5'10""",175,,,0,2020,,,Kentucky,A.MacGinnis,Los Angeles Rams,2019
PK,Lirim Hajrullahu,,67,#76 PK,"6'0""",205,30,4/23/90,0,2020,,,Western Ontario,L.Hajrullahu,Los Angeles Rams,2019
PK,Sam Sloman,1,67,#76 PK,"5'8""",205,22,9/18/97,0,2020,7,248,Miami,S.Sloman,Los Angeles Rams,2019
QB,Jared Goff,16,83,#13 QB,"6'4""",215,25,10/13/94,4th season,2016,1,1,California,J.Goff,Los Angeles Rams,2018
QB,Blake Bortles,5,80,#29 QB,"6'5""",232,28,12/16/91,6th season,2014,1,3,Central Florida,B.Bortles,Los Angeles Rams,2018
RB,Todd Gurley,30,92,#2 RB,"6'1""",222,25,8/2/94,5th season,2015,1,10,Georgia,T.Gurley,Los Angeles Rams,2018
RB,Darrell Henderson,27,73,#81 RB,"5'8""",208,22,8/18/97,1st season,2019,3,70,Memphis,D.Henderson,Los Angeles Rams,2018
RB,John Kelly,42,70,,"5'10""",216,23,10/3/96,1st season,2018,6,176,Tennessee,J.Kelly,Los Angeles Rams,2018
RB,Malcolm Brown,34,69,#83 RB,"5'11""",224,27,5/14/93,4th season,2015,,,Texas,M.Brown,Los Angeles Rams,2018
WR,Brandin Cooks,12,87,#16 WR,"5'10""",189,26,9/24/93,6th season,2014,1,20,Oregon State,B.Cooks,Los Angeles Rams,2018
WR,Robert Woods,17,83,#19 WR,"6'0""",201,28,4/9/92,7th season,2013,2,41,USC,R.Woods,Los Angeles Rams,2018
WR,Cooper Kupp,18,80,#23 WR,"6'1""",198,27,6/14/93,3rd season,2017,3,69,Eastern Washington,C.Kupp,Los Angeles Rams,2018
WR,Alex Bachman,15,76,#81 WR,"6'0""",190,24,5/28/96,Rookie,2019,,,Wake Forest,A.Bachman,Los Angeles Rams,2018
WR,Josh Reynolds,83,73,#97 WR,"6'3""",194,25,2/15/95,3rd season,2017,4,117,Texas A&M,J.Reynolds,Los Angeles Rams,2018
WR,Nsimba Webster,14,72,#133 WR,"5'10""",180,24,1/26/96,1st season,2019,,,Eastern Washington,N.Webster,Los Angeles Rams,2018
WR,Jojo Natson,19,68,#167 WR,"5'6""",149,26,1/31/94,3rd season,2017,,,Akron,J.Natson,Los Angeles Rams,2018
WR,Mike Thomas,88,63,#195 WR,"6'1""",200,25,8/15/94,3rd season,2016,6,206,Southern Mississippi,M.Thomas,Los Angeles Rams,2018
TE,Tyler Higbee,89,77,#23 TE,"6'6""",249,27,12/31/92,4th season,2016,4,110,Western Kentucky,T.Higbee,Los Angeles Rams,2018
TE,Gerald Everett,81,77,#26 TE,"6'3""",239,25,6/24/94,3rd season,2017,2,44,South Alabama,G.Everett,Los Angeles Rams,2018
TE,Kendall Blanton,86,76,,"6'6""",262,24,11/9/95,Rookie,2019,,,Missouri,K.Blanton,Los Angeles Rams,2018
TE,Johnny Mundt,82,65,#100 TE,"6'4""",231,25,11/22/94,2nd season,2017,,,Oregon,J.Mundt,Los Angeles Rams,2018
C,Coleman Shelton,65,69,,"6'3""",292,24,7/27/95,1st season,2018,,,Washington,C.Shelton,Los Angeles Rams,2018
C,Brian Allen,55,69,#52 C,"6'1""",298,24,10/10/95,2nd season,2018,4,111,Michigan State,B.Allen,Los Angeles Rams,2018
